title,author,date,link,push_count
"[訪談]網路銀行APP使用經驗訪談 車馬費2,300元",miku0309,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690266497.A.75D.html,5
[問題] 請問有聽過萬喜金融銀行是什麼嗎？,huangci,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690275616.A.C39.html,18
[問題] 雙證件遺失,zaidiuz,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690286091.A.035.html,8
[問題] 關於外幣定存質借,usermanual1,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690292595.A.563.html,7
[情報] 行動郵局外匯匯款 安心郵優惠168元,choclate,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690292597.A.DCB.html,
Re: [問題] 帳戶被不認識的人轉入金額,mactaya,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690293417.A.8BD.html,74
[問題] 永豐大戶要怎麼提領日幣現金？,liunwaiqoo,7/25,https://www.ptt.cc/bbs/Bank_Service/M.1690299396.A.9B1.html,21
Fw: [閒聊] 將來銀行簽帳金融卡被盜刷,ageba,7/26,https://www.ptt.cc/bbs/Bank_Service/M.1690301120.A.5F5.html,12
Fw: [心得] 收到了 星展多幣簽帳金融卡,cytochrome,7/26,https://www.ptt.cc/bbs/Bank_Service/M.1690349270.A.7A4.html,19
[問題] 玉山存摺未登次數70,CHB1980,7/26,https://www.ptt.cc/bbs/Bank_Service/M.1690373373.A.6DE.html,11
[問題] 渣打心幸福轉帳金額超過每月累積限額?,vanessaWA,7/27,https://www.ptt.cc/bbs/Bank_Service/M.1690391082.A.BB1.html,1
[情報] 樂天1.35%活儲利率延長二個月,sin70,7/27,https://www.ptt.cc/bbs/Bank_Service/M.1690430298.A.7EF.html,22
[心得] 洛杉磯BoA開戶,tnlee,7/27,https://www.ptt.cc/bbs/Bank_Service/M.1690448273.A.B06.html,13
[新聞] 快訊／金控遭重罰千萬！　理專6年挪用客戶4381萬,jackloutter,7/27,https://www.ptt.cc/bbs/Bank_Service/M.1690457359.A.B91.html,7
[心得] HSBC HK線上開戶秒過(附HSBC AU成功心得),donaldmusk,7/27,https://www.ptt.cc/bbs/Bank_Service/M.1690460761.A.282.html,38
[閒聊] 臺銀的美金定存利率,cigxm,7/28,https://www.ptt.cc/bbs/Bank_Service/M.1690488219.A.A46.html,13
[心得] 星展多幣簽帳金融卡,Milkpig,7/28,https://www.ptt.cc/bbs/Bank_Service/M.1690519277.A.2CE.html,28
[問題] 求可以線上申請的證券,anniekook97,7/28,https://www.ptt.cc/bbs/Bank_Service/M.1690542232.A.CEC.html,24
[問題] '元大銀行'股票借貸內容,book1016,7/29,https://www.ptt.cc/bbs/Bank_Service/M.1690575186.A.984.html,2
[心得] Wise美國美金小額匯款台灣美金帳戶,ewayne,7/29,https://www.ptt.cc/bbs/Bank_Service/M.1690577711.A.D75.html,5
[問題] Richart App無法外匯收款,DebbieLu0926,7/29,https://www.ptt.cc/bbs/Bank_Service/M.1690588373.A.06A.html,6
[問題] 中國信託USA的全球速匯有人用過嗎？,hcktaiwan,7/29,https://www.ptt.cc/bbs/Bank_Service/M.1690592510.A.3AC.html,2
Re: [問題] HSBC US非premier開戶,kashima228,7/29,https://www.ptt.cc/bbs/Bank_Service/M.1690619162.A.B88.html,4
[閒聊] 只有台灣的銀行會這樣要求嗎？,klyuch,7/30,https://www.ptt.cc/bbs/Bank_Service/M.1690657386.A.708.html,37
Re: [問題] 滙豐運籌轉卓越問題,tenboguang,7/30,https://www.ptt.cc/bbs/Bank_Service/M.1690727049.A.829.html,
[閒聊] 連線銀行簽帳金融卡被metapay盜刷,marshmallowH,7/31,https://www.ptt.cc/bbs/Bank_Service/M.1690776933.A.72D.html,23
Re: [閒聊] 連線銀行簽帳金融卡被metapay盜刷,c3d,7/31,https://www.ptt.cc/bbs/Bank_Service/M.1690798815.A.231.html,2
Re: [情報] 26歲以上國泰新開證券戶 原帳戶子帳戶最高享5萬6%三個月,Kazamatsuri,7/31,https://www.ptt.cc/bbs/Bank_Service/M.1690815292.A.C5E.html,6
[問題] 高雄銀壞了？,bailan5566,8/01,https://www.ptt.cc/bbs/Bank_Service/M.1690857837.A.BA7.html,3
[情報] 永豐帳戶好好PAY-電支消費儲值7筆拿$75,kkkk1234,8/01,https://www.ptt.cc/bbs/Bank_Service/M.1690859920.A.64B.html,65
[問題] 金融機構間資料共享指引,usedata,8/01,https://www.ptt.cc/bbs/Bank_Service/M.1690878410.A.08D.html,
[情報] HiATM 2023年下半年活動,sin70,8/01,https://www.ptt.cc/bbs/Bank_Service/M.1690878805.A.7CF.html,16
[心得] 上海銀行悠遊Debit金融卡 主動續發條件,TZUYIC,8/01,https://www.ptt.cc/bbs/Bank_Service/M.1690897969.A.E13.html,10
[新聞]王道銀行推扶助存款 活儲年利率5%限8~10萬,thugf,8/01,https://www.ptt.cc/bbs/Bank_Service/M.1690902690.A.D0D.html,14
[問題] 如何收款又不暴露自己的帳戶,kellyou,8/02,https://www.ptt.cc/bbs/Bank_Service/M.1690937014.A.8C8.html,28
[問題] 聯邦銷戶,braindead,8/02,https://www.ptt.cc/bbs/Bank_Service/M.1690951935.A.876.html,7
[情報] 臺灣企銀植樹新生機，快解任務抽限量NFT,cyacya01,8/02,https://www.ptt.cc/bbs/Bank_Service/M.1690962632.A.819.html,7
[問題] 銀行防詐也太瘋狂了吧,pigpigcom123,8/02,https://www.ptt.cc/bbs/Bank_Service/M.1690964199.A.299.html,74
[問題] 永豐大戶最近一直系統忙線中,natukage,8/02,https://www.ptt.cc/bbs/Bank_Service/M.1690966211.A.D62.html,11
[情報] Richart 新版，上線了,kevenshih,8/03,https://www.ptt.cc/bbs/Bank_Service/M.1690996901.A.47F.html,54
Re: [問題] 中國信託USA的全球速匯有人用過嗎？,eltonsmile,8/03,https://www.ptt.cc/bbs/Bank_Service/M.1691041311.A.F03.html,2
[問題] 今日大戶無換匯服務？,gyamwoo,8/03,https://www.ptt.cc/bbs/Bank_Service/M.1691060099.A.9E2.html,7
[問題] 線上美金轉台幣的名目是否會誤踩地雷?,lighthope,8/04,https://www.ptt.cc/bbs/Bank_Service/M.1691119436.A.4F7.html,8
[新聞] 兼職日領2千元真好康？ 小心被詐團釣魚,charles0939,8/04,https://www.ptt.cc/bbs/Bank_Service/M.1691143780.A.48D.html,7
Fw: [公告] 8/5 停機公告,jasome,8/04,https://www.ptt.cc/bbs/Bank_Service/M.1691147034.A.706.html,
Re: [心得] 星展多幣簽帳金融卡,aiyowaya,8/04,https://www.ptt.cc/bbs/Bank_Service/M.1691148732.A.F08.html,44
[問題] 美國銀行開戶和關閉帳戶的問題,hanceheart,8/05,https://www.ptt.cc/bbs/Bank_Service/M.1691247501.A.851.html,6
[心得] 星展已剪卡註冊花旗轉換帳號,Aquascutum,8/07,https://www.ptt.cc/bbs/Bank_Service/M.1691369406.A.CBC.html,6
[討論] 國泰世華銀行硬幣存款機,longtung5566,8/07,https://www.ptt.cc/bbs/Bank_Service/M.1691387736.A.86C.html,26
[問題] 聯邦newnewbank存款利率,ginggung,8/07,https://www.ptt.cc/bbs/Bank_Service/M.1691400980.A.4A3.html,2
Re: [心得] 星展多幣簽帳金融卡,netjedi,8/07,https://www.ptt.cc/bbs/Bank_Service/M.1691414932.A.091.html,13
[問題] 玉山銀行紅利點數進不去？,yoyo86215,8/08,https://www.ptt.cc/bbs/Bank_Service/M.1691459211.A.964.html,
"[情報] 遠銀美元優利定存5.35%,到10/15",operatorm,8/08,https://www.ptt.cc/bbs/Bank_Service/M.1691476670.A.6D4.html,2
Re: [閒聊] 財金公司系統支援「1個手機門號綁定多個金融帳號」之銀,Kazamatsuri,8/08,https://www.ptt.cc/bbs/Bank_Service/M.1691480723.A.CB3.html,1
[問題] 電匯外幣帳戶,TtTt4,8/08,https://www.ptt.cc/bbs/Bank_Service/M.1691489036.A.36E.html,9
[閒聊] 花旗金融卡換發星展豐盛理財簽帳金融卡,TZUYIC,8/08,https://www.ptt.cc/bbs/Bank_Service/M.1691501557.A.460.html,34
[情報] 華南SnY綁定手機領$20,ki840903,8/09,https://www.ptt.cc/bbs/Bank_Service/M.1691552054.A.2FB.html,10
[情報] 台新ATM 8/15-9/30天天抽888點 七夕中秋加碼抽777點,Kazamatsuri,8/09,https://www.ptt.cc/bbs/Bank_Service/M.1691561419.A.944.html,17
[問題] 雙幣金融信用卡(combo卡)的疑問,tpcjotp,8/09,https://www.ptt.cc/bbs/Bank_Service/M.1691561684.A.E46.html,2
[情報] 滙豐新貴賓優利定存 年息最高6.6%,vviicckkyy,8/09,https://www.ptt.cc/bbs/Bank_Service/M.1691563579.A.776.html,17
[心得] 王道新戶3.25 + 階梯式利率申辦經驗,lorikung,8/09,https://www.ptt.cc/bbs/Bank_Service/M.1691567966.A.AE3.html,11
Fw: [閒聊］中國信託信用卡被試圖登陸網銀帳號,p520888,8/10,https://www.ptt.cc/bbs/Bank_Service/M.1691640506.A.05C.html,
[問題] HSBC有什麼商品值得買嗎？,ce0336ce,8/10,https://www.ptt.cc/bbs/Bank_Service/M.1691640664.A.BBB.html,6
[情報] 遠東銀行Bankee開戶首登250,ken051005,8/10,https://www.ptt.cc/bbs/Bank_Service/M.1691663938.A.E4B.html,16
[新聞] 帳戶3萬元賣給詐團 鐵工貪圖小利 判刑還判賠903萬,jackloutter,8/10,https://www.ptt.cc/bbs/Bank_Service/M.1691664435.A.C9D.html,21
[問題]開戶被拒絕以後要多久再申請,caxz,8/10,https://www.ptt.cc/bbs/Bank_Service/M.1691675520.A.B31.html,14
[問題] 永豐大戶維修？,gogoking,8/11,https://www.ptt.cc/bbs/Bank_Service/M.1691714984.A.94D.html,4
[閒聊] 陽信SunnyPay跨轉用掉500以下免費次數,ayen0422,8/11,https://www.ptt.cc/bbs/Bank_Service/M.1691738425.A.7E0.html,6
[閒聊] 花旗台灣的官網正式關閉了,qxxrbull,8/11,https://www.ptt.cc/bbs/Bank_Service/M.1691739408.A.BD3.html,71
[新聞] 花旗44家分行今下午3點半走入歷史 客戶無痛轉換、QA一次看,jackloutter,8/11,https://www.ptt.cc/bbs/Bank_Service/M.1691755238.A.371.html,7
[問題] 一銀第e行動如何顯示總資產,hober,8/11,https://www.ptt.cc/bbs/Bank_Service/M.1691756096.A.B91.html,3
[閒聊] 花旗移轉星展後分行名稱與代碼一覽,sydwuz,8/12,https://www.ptt.cc/bbs/Bank_Service/M.1691771892.A.FE0.html,12
[新聞] 花旗今終止營業！臉書粉絲團也要刪了,TZUYIC,8/12,https://www.ptt.cc/bbs/Bank_Service/M.1691778303.A.D60.html,21
[閒聊] 花旗銀行移轉紀錄,huangci,8/12,https://www.ptt.cc/bbs/Bank_Service/M.1691809298.A.13F.html,37
[心得] richart app 也變太醜了吧,N91,8/12,https://www.ptt.cc/bbs/Bank_Service/M.1691816233.A.476.html,18
[閒聊] 有人跟我一樣華泰金融卡開卡時中招了嗎？,MJdavid,8/12,https://www.ptt.cc/bbs/Bank_Service/M.1691843460.A.7D8.html,9
[問題] 除了HSBC的環球銀行？星展 渣打(更新),apejun,8/12,https://www.ptt.cc/bbs/Bank_Service/M.1691851513.A.55C.html,12
[閒聊] 有為數位帳戶設計專屬app的銀行,ykkdc,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691881670.A.8BE.html,16
[情報] 星展 尊耀迎賓 限量贈禮(首刷、滿額),deersummer,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691910583.A.023.html,26
[新聞] 大股東干政60次 中信金遭重罰4000萬元 5高層主管遭停職,prussian,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691913431.A.DC2.html,2
[問題] 匯豐環球visa金融卡消費？,Takadanobaba,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691915679.A.3F7.html,1
[情報] 星展海外提款手續費,eXcFerGodSt,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691925499.A.892.html,3
[問題] 7-11 中信ATM的MyWay點數能換甚麼,Swampert,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691929033.A.659.html,3
Re: [問題] 7-11 中信ATM的MyWay點數能換甚麼,tourism1003,8/13,https://www.ptt.cc/bbs/Bank_Service/M.1691931023.A.2E8.html,4
[閒聊] 最沒有好感的銀行,cigxm,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691954299.A.B11.html,9
[心得] 星展的海外提款功能 預設密碼更改,aiyowaya,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691980874.A.584.html,16
[心得] 星展註冊網銀一直失敗(舊花旗客戶),Heterocyclic,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691981154.A.A7B.html,41
[情報] 分享新加坡匯豐銀行線上開戶,Heterocyclic,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691983096.A.9A8.html,16
[閒聊] 有人跟我一樣 當初開花旗數帳有多二個帳,MJdavid,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691983812.A.963.html,7
[問題] 永豐大戶換卡問題,aiyowaya,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691985155.A.98A.html,6
[心得] 原星展存戶登入行動銀行啟用金融卡 圖解,TZUYIC,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691985538.A.1A6.html,19
[新聞] 星展銀行整併花旗銀行完成 270萬花旗卡走,TZUYIC,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691993415.A.0EF.html,11
Re: [閒聊] 有為數位帳戶設計專屬app的銀行,kobe0834k,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691996290.A.F45.html,15
[閒聊] 之前約定好花旗約定帳戶的都要改?,Heterocyclic,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1691999385.A.AD8.html,7
[心得] 原花旗戶申請星展存摺,BNYMellon,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692002543.A.261.html,5
花旗轉星展的小小確幸,HCN,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692003195.A.4E4.html,6
[閒聊] 星展App有點奇妙,khllm,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692004604.A.030.html,3
[心得] 星展多帳號Debit問題及換發存摺,huangci,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692011666.A.301.html,23
Re: [新聞] 星展銀行整併花旗銀行完成 270萬花旗卡走,kashima228,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692015137.A.8B2.html,31
Re: [新聞] 星展銀行整併花旗銀行完成 270萬花旗卡走,rotalume,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692018053.A.1FA.html,1
[心得] 星展謎之OTP手機號碼設定,whmclschuhw,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692018072.A.F7F.html,10
轉發[閒聊] 星展多幣簽帳卡可綁定ApplePay,ngchiho1102,8/14,https://www.ptt.cc/bbs/Bank_Service/M.1692019576.A.C5B.html,11
Fw: [新聞] 聯邦銀行兩高管勾結詐團 半月狂洗上千萬,p520888,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692031864.A.31E.html,15
[問題] 花旗存戶無法註冊星展digibank [8/17已成功],previa,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692032861.A.1E2.html,58
[閒聊] 永豐大戶新增智慧收支帳本功能,lynnlelia071,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692069963.A.515.html,13
[心得] 找回寄錯地址的星展簽帳卡,xkp74580,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692074317.A.C78.html,13
Re: [問題] 花旗存戶無法使用星展digibank，建議擠兌星展,rotalume,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692082333.A.C58.html,6
Re: [心得] 找回寄錯地址的星展簽帳卡,doubi,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692084287.A.AF1.html,9
[閒聊] 有人跟我一樣還留著KOKO App嗎,donaldmusk,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692089493.A.9FB.html,31
[情報] 華南銀行 新美利美元優匯定存,premh104,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692092853.A.C9B.html,4
[情報] 國泰 美優利High美金高利定存優惠,c9047562,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692094539.A.E48.html,3
[問題] 換匯的小問題,sixO,8/15,https://www.ptt.cc/bbs/Bank_Service/M.1692111767.A.E26.html,5
[問題] Wise驗證的國籍問題,silenthillwu,8/16,https://www.ptt.cc/bbs/Bank_Service/M.1692133130.A.B2B.html,14
[心得] 跟星展客訴第一次接觸,Heterocyclic,8/16,https://www.ptt.cc/bbs/Bank_Service/M.1692152078.A.321.html,40
[心得] 星展花旗終於處理完成,imtheking,8/16,https://www.ptt.cc/bbs/Bank_Service/M.1692162672.A.956.html,18
"[心得] 有星展信用卡,不用金融卡就能網路轉帳",doubi,8/16,https://www.ptt.cc/bbs/Bank_Service/M.1692173209.A.E20.html,8
[問題] 花旗智富轉星展豐盛帳戶問題,timboy512,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692235435.A.4A8.html,9
[心得] 花旗轉星展無金融卡也成功開通網銀,Happybuddha,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692238678.A.39E.html,8
Re: [問題] 匯豐環球visa金融卡消費？,Takadanobaba,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692239905.A.0D5.html,
[問題] 原花旗繳款問題,seanlydia,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692271316.A.4DB.html,4
Re: [心得] 遠銀美元優利定存,howzming,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692272060.A.BB9.html,4
Re: [問題] 國泰網銀登不進去,alan1126,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692272411.A.026.html,23
[新聞] 假高階主管包養11銀行業務正妹　「職員,charles0939,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692281643.A.52F.html,6
[問題] Richart金融卡無法在日本ATM領日幣嗎？,Yeanfan,8/17,https://www.ptt.cc/bbs/Bank_Service/M.1692283082.A.E45.html,15
[閒聊] 銀行合併經驗比較北富銀/日盛與星展/花旗,Heterocyclic,8/18,https://www.ptt.cc/bbs/Bank_Service/M.1692331898.A.270.html,39
[閒聊] 開戶禮送什麼最好？,kio830226,8/18,https://www.ptt.cc/bbs/Bank_Service/M.1692340229.A.051.html,26
Re: [心得] HSBC SG開戶成功,htchung,8/19,https://www.ptt.cc/bbs/Bank_Service/M.1692407580.A.E98.html,23
[情報] 樂天3個月年利率1.6%優惠存款,jokkson1,8/19,https://www.ptt.cc/bbs/Bank_Service/M.1692408351.A.E7D.html,19
[閒聊] KOKO終點站,rz759,8/19,https://www.ptt.cc/bbs/Bank_Service/M.1692417801.A.F14.html,32
[閒聊] 永豐多幣卡刷卡控管真的很嚴格,wen17,8/19,https://www.ptt.cc/bbs/Bank_Service/M.1692458535.A.202.html,25
"Re: [心得] 有星展信用卡,不用金融卡就能網路轉帳",kashima228,8/20,https://www.ptt.cc/bbs/Bank_Service/M.1692506138.A.0E3.html,8
[問題] 現在有比較推薦的網路ATM嗎,longlung,8/20,https://www.ptt.cc/bbs/Bank_Service/M.1692516139.A.EF9.html,14
[討論] 王道給息囉！,ginggung,8/20,https://www.ptt.cc/bbs/Bank_Service/M.1692521417.A.9E7.html,35
[情報] 台新Richart申請備用金贈70R幣(3200名),sanion,8/20,https://www.ptt.cc/bbs/Bank_Service/M.1692526042.A.CA6.html,10
[閒聊] 玉山銀行特匯日,cigxm,8/21,https://www.ptt.cc/bbs/Bank_Service/M.1692568209.A.B12.html,4
[情報] 渣打 活利四射 台幣活存專案舊戶 1.7 %,operatorm,8/21,https://www.ptt.cc/bbs/Bank_Service/M.1692586165.A.810.html,6
[心得] 重啟Richart 改版心得,adet509,8/21,https://www.ptt.cc/bbs/Bank_Service/M.1692587934.A.457.html,12
[情報] Line Bank一年期1.7%期間限定,premh104,8/21,https://www.ptt.cc/bbs/Bank_Service/M.1692593068.A.88F.html,14
[公告] Alvan0215 水桶一年,jasome,8/22,https://www.ptt.cc/bbs/Bank_Service/M.1692636112.A.9C9.html,
[新聞](歷史)花旗銀行系統過帳出包 金管會開罰,cytochrome,8/22,https://www.ptt.cc/bbs/Bank_Service/M.1692661732.A.379.html,12
[新聞] 男指控合庫給假鈔 警追真相讓他「驚訝得,biarg,8/22,https://www.ptt.cc/bbs/Bank_Service/M.1692684047.A.1F7.html,21
[新聞] 又有銀行員勾結詐團！桃檢搜索新北3分行,charles0939,8/22,https://www.ptt.cc/bbs/Bank_Service/M.1692690328.A.CA3.html,33
"[心得] 街利存尊爵會員到手,繳費＋存錢2.37%回饋",operatorm,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692724407.A.4AB.html,9
[心得] 原花旗citigold轉星展權益,donaldmusk,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692749052.A.2B8.html,14
[閒聊] 台新Point你們都拿來換什麼,s82112523,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692771085.A.C29.html,19
[新聞] 星展併花旗客戶頻抱怨 金管會：客服量能,kashima228,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692780554.A.AE3.html,17
[心得] 早不該期待，星展你是間爛銀行,boycome,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692784702.A.0F9.html,37
Re: [閒聊] 台新Point你們都拿來換什麼,tourism1003,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692787118.A.593.html,7
[情報] 永豐大戶開戶活動,OJQOO,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692788226.A.E6C.html,7
[新聞] 哪間銀行最會阻詐？金管會公布前十名單 這間奪第一,Kazamatsuri,8/23,https://www.ptt.cc/bbs/Bank_Service/M.1692805994.A.A23.html,24
[問題] 申請美國匯豐帳戶有提款卡嗎？,Takadanobaba,8/24,https://www.ptt.cc/bbs/Bank_Service/M.1692830052.A.9DA.html,7
Re: [情報] 悠遊付服務手續費收費公告,Kazamatsuri,8/24,https://www.ptt.cc/bbs/Bank_Service/M.1692858425.A.260.html,21
[閒聊] 星展銀行堅持要臨櫃辦理的意義是什麼？,willieliu,8/24,https://www.ptt.cc/bbs/Bank_Service/M.1692875348.A.B93.html,17
[心得] Re: [心得] 星展多帳號Debit問題及換發,huangci,8/24,https://www.ptt.cc/bbs/Bank_Service/M.1692881279.A.511.html,4
[問題] 永豐可以只開外幣實體帳戶嗎,tpcjotp,8/24,https://www.ptt.cc/bbs/Bank_Service/M.1692887364.A.DE6.html,7
[問題] 花旗合併星展後 業績會算在哪位理專身上,qxxrbull,8/24,https://www.ptt.cc/bbs/Bank_Service/M.1692891168.A.4F1.html,9
Re: [問題] 永豐可以只開外幣實體帳戶嗎,Meech,8/25,https://www.ptt.cc/bbs/Bank_Service/M.1692893020.A.7CD.html,
[情報] 中信網銀外幣匯款限制,snowmanmax,8/25,https://www.ptt.cc/bbs/Bank_Service/M.1692933269.A.5AE.html,17
[公告] tstanly 水桶半年,jasome,8/25,https://www.ptt.cc/bbs/Bank_Service/M.1692936181.A.1B4.html,
[問題] 國內銀行外幣互轉不收中介費?,wen17,8/25,https://www.ptt.cc/bbs/Bank_Service/M.1692943914.A.836.html,5
[問題] 網購解樂天活儲任務的方法,Crazying,8/25,https://www.ptt.cc/bbs/Bank_Service/M.1692964511.A.9BA.html,21
[問題] 能取代花旗全球外幣通的debit服務？,nanna,8/26,https://www.ptt.cc/bbs/Bank_Service/M.1693010161.A.BDF.html,13
[新聞] 星展併花旗傳員工超時加班 全金聯將提檢,TZUYIC,8/26,https://www.ptt.cc/bbs/Bank_Service/M.1693037090.A.3DE.html,18
[心得] 關於星展簽帳卡& i 客服轉帳,kashima228,8/26,https://www.ptt.cc/bbs/Bank_Service/M.1693043489.A.93F.html,7
